employee_id,department,job_role,work_mode,marital_status,age,monthly_income,years_at_company,distance_from_home_km,num_projects,overtime_hours_per_month,satisfaction_survey_score,last_promotion_years_ago,manager_id,badge_color,desk_floor,parking_spot_assigned,attrition
900818,Support,Mid,Hybrid,Single,39,26203.17,1,29.08,3,10,3,0,14,4,5,1,0
900819,Engineering,Senior,Hybrid,Married,55,75778.91,11,3.57,7,16,2,3,26,1,5,0,0
900820,Marketing,Junior,Remote,Single,35,29309.26,1,26.32,4,12,3,6,1,5,7,0,0
900821,HR,Mid,Hybrid,Single,43,69005.0,1,1.03,11,17,3,0,44,1,1,0,0
900822,Marketing,Junior,Onsite,Married,51,96846.9,24,8.36,11,15,4,8,43,5,2,1,1
900823,Support,Senior,Hybrid,Married,52,77410.75,21,5.28,11,22,1,3,7,2,6,1,1
900824,Sales,Junior,Hybrid,Divorced,49,97132.96,16,10.67,1,16,4,2,22,4,1,1,1
900825,HR,Mid,Remote,Single,44,70151.51,19,11.45,7,15,1,5,12,3,6,1,0
900826,HR,Mid,Onsite,Single,21,56436.97,5,8.46,10,14,3,2,2,4,6,1,1
900827,Marketing,Senior,Onsite,Married,54,89467.19,0,6.97,11,6,5,1,42,5,8,1,0
900828,Marketing,Junior,Remote,Married,38,46054.76,17,3.66,1,15,5,2,14,4,7,0,0
900829,HR,Mid,Onsite,Married,51,49105.72,22,1.0,3,16,2,5,24,5,9,0,1
900830,Marketing,Mid,Hybrid,Married,51,49151.59,22,8.5,2,18,4,0,2,3,7,0,0
900831,Sales,Junior,Onsite,Married,40,56859.47,19,2.13,5,18,5,5,21,5,1,1,0
900832,Engineering,Mid,Hybrid,Divorced,46,60560.11,0,8.23,11,6,2,7,31,4,4,1,0
900833,Sales,Junior,Remote,Married,26,47573.19,19,2.79,11,7,1,9,11,5,3,1,0
900834,Support,Lead,Onsite,Single,45,104741.24,9,13.14,10,19,2,5,32,2,4,1,1
900835,Support,Mid,Hybrid,Married,58,26687.05,22,18.57,3,24,5,6,29,5,6,0,0
900836,Sales,Mid,Onsite,Single,27,43352.21,22,9.25,10,11,5,3,12,4,2,0,0
900837,Engineering,Junior,Hybrid,Divorced,51,39934.15,9,12.82,2,15,3,8,32,3,1,0,0
900838,HR,Mid,Onsite,Divorced,38,94647.73,19,35.67,3,11,5,4,16,4,3,1,0
900839,Engineering,Lead,Onsite,Divorced,59,68456.94,19,1.12,4,17,1,5,41,2,6,0,0
900840,Support,Lead,Remote,Married,38,76812.06,3,12.71,5,14,4,7,12,5,5,1,0
900841,Support,Junior,Hybrid,Married,55,78873.54,17,11.32,5,15,4,4,24,1,9,0,0
900842,Engineering,Junior,Onsite,Single,59,51180.13,1,6.41,11,17,1,0,23,4,3,0,1
900843,Engineering,Mid,Hybrid,Married,58,88348.19,19,6.73,5,11,4,1,32,5,8,0,0
900844,HR,Junior,Onsite,Married,26,76432.35,9,34.06,11,9,1,2,9,4,1,0,0
900845,Marketing,Junior,Onsite,Single,22,74055.18,18,7.23,5,12,2,7,34,4,4,0,0
900846,Marketing,Junior,Remote,Married,44,70400.64,15,4.43,5,15,2,0,5,2,5,1,0
900847,HR,Senior,Hybrid,Married,31,51167.92,22,5.65,9,14,5,0,34,2,9,1,0
900848,Engineering,Junior,Remote,Married,32,54770.53,9,5.03,7,12,3,8,42,4,4,0,0
900849,Support,Senior,Hybrid,Single,46,60460.76,4,10.73,11,11,3,1,31,1,6,1,0
900850,HR,Mid,Onsite,Single,28,104110.55,2,12.03,1,10,5,5,32,4,8,0,0
900851,Marketing,Mid,Onsite,Married,57,67630.56,18,1.66,6,15,1,5,22,1,3,1,0
900852,Sales,Junior,Onsite,Single,29,29104.14,7,7.92,7,13,1,5,41,4,4,1,1
900853,Engineering,Mid,Hybrid,Divorced,25,59370.18,22,1.0,4,14,1,6,17,3,1,1,1
900854,Sales,Mid,Onsite,Married,50,87684.19,14,1.65,4,17,5,7,9,3,8,0,0
900855,Support,Senior,Onsite,Single,43,68298.04,12,22.86,1,13,5,5,6,1,9,1,0
900856,Engineering,Mid,Onsite,Single,24,61835.54,10,4.85,8,14,1,5,4,3,4,1,1
900857,Engineering,Mid,Hybrid,Married,44,66996.06,13,1.18,6,18,4,8,1,4,8,0,0
900858,Sales,Junior,Hybrid,Married,36,96592.15,24,1.0,8,10,2,2,5,2,2,1,0
900859,HR,Lead,Hybrid,Married,39,55428.71,7,3.87,8,13,3,6,40,2,3,1,0
900860,Sales,Mid,Hybrid,Single,25,59001.17,7,14.86,4,20,2,6,25,3,2,1,1
900861,Engineering,Junior,Onsite,Single,32,96737.18,13,5.18,2,8,3,9,27,2,7,0,0
900862,Marketing,Senior,Hybrid,Single,53,75596.34,19,8.8,3,14,2,2,6,5,6,1,0
900863,HR,Mid,Onsite,Single,41,57142.93,6,1.0,2,10,4,9,22,5,2,1,0
900864,Sales,Senior,Onsite,Married,42,38808.47,7,2.12,2,11,1,5,29,3,8,1,1
900865,Support,Senior,Hybrid,Divorced,30,52869.71,1,11.44,9,18,3,5,1,2,6,0,0
900866,Engineering,Lead,Remote,Single,39,92885.61,15,10.36,10,10,3,1,14,1,2,1,0
900867,Engineering,Junior,Onsite,Single,47,58156.24,5,11.41,11,17,2,1,5,1,8,0,1
900868,Engineering,Junior,Onsite,Single,49,107520.85,9,10.28,4,10,4,2,27,1,5,1,0
900869,Marketing,Senior,Remote,Married,33,86235.19,10,10.82,9,21,1,0,41,3,7,1,0
900870,Sales,Mid,Remote,Married,37,32355.84,9,14.12,3,14,4,8,40,5,6,0,1
900871,Marketing,Senior,Remote,Single,33,41895.29,12,33.46,1,9,3,4,25,3,5,0,1
900872,Marketing,Mid,Hybrid,Married,32,19976.11,11,26.16,3,14,1,5,20,2,5,0,1
900873,Engineering,Mid,Hybrid,Married,49,95969.14,1,1.03,2,13,3,6,15,5,2,1,0
900874,Engineering,Mid,Onsite,Single,59,61311.05,0,7.94,5,14,1,0,21,4,3,1,0
900875,Engineering,Mid,Hybrid,Divorced,56,41419.6,15,1.0,11,17,3,0,16,2,2,1,0
900876,Engineering,Senior,Hybrid,Divorced,25,103611.85,11,1.74,3,16,2,0,29,1,3,0,0
900877,Sales,Mid,Hybrid,Single,27,106407.87,20,1.0,3,28,3,4,35,4,9,0,0
900878,Sales,Mid,Onsite,Single,51,38146.12,21,1.33,8,15,5,9,33,2,1,0,1
900879,Sales,Senior,Hybrid,Single,57,19971.69,9,15.48,2,15,1,3,25,2,8,1,1
900880,Engineering,Lead,Onsite,Married,57,81659.16,14,3.95,6,9,5,6,20,1,9,1,0
900881,Marketing,Mid,Onsite,Single,40,54472.39,10,5.53,10,19,2,6,18,3,7,1,0
900882,Sales,Junior,Hybrid,Married,52,37413.08,4,35.51,6,16,3,5,9,2,6,0,1
900883,Sales,Junior,Hybrid,Single,46,77913.71,24,14.77,7,12,2,1,31,5,2,1,0
900884,Support,Senior,Hybrid,Married,42,19492.39,19,6.27,9,8,2,1,43,2,9,1,0
900885,Engineering,Senior,Onsite,Married,34,72630.93,20,34.06,5,8,4,9,3,2,5,0,0
900886,Engineering,Mid,Onsite,Married,36,94197.18,20,1.0,11,20,1,0,13,5,7,0,0
900887,Support,Senior,Remote,Single,28,118896.57,2,4.32,1,16,2,7,1,4,9,0,1
900888,Sales,Mid,Onsite,Single,38,71606.58,8,2.01,1,13,5,1,30,2,3,0,0
900889,Sales,Senior,Remote,Divorced,59,70750.88,14,1.08,1,13,4,9,29,3,8,0,0
900890,Support,Junior,Onsite,Married,27,98829.54,12,1.0,7,12,5,4,12,3,1,0,1
900891,Sales,Lead,Onsite,Married,55,97565.64,24,17.4,11,11,1,0,34,4,5,1,0
900892,Marketing,Senior,Onsite,Married,49,18000.0,23,8.26,8,17,5,6,33,3,1,0,0
900893,Engineering,Senior,Hybrid,Single,59,40785.41,22,5.11,10,16,1,3,1,5,7,0,1
900894,Sales,Senior,Onsite,Married,44,69236.95,1,19.24,11,12,2,1,43,2,6,0,0
900895,HR,Mid,Hybrid,Single,49,49447.29,16,13.67,11,9,4,5,23,5,3,0,0
900896,Marketing,Senior,Onsite,Single,25,72935.96,21,30.77,4,6,3,7,42,3,7,1,0
900897,Sales,Junior,Remote,Divorced,49,68357.17,3,4.89,5,15,2,9,32,2,8,1,1
900898,Sales,Senior,Hybrid,Single,21,39747.08,24,1.0,11,13,1,7,29,2,4,1,0
900899,Engineering,Mid,Hybrid,Married,36,77714.55,24,26.49,10,25,2,6,23,4,5,0,0
900900,Support,Lead,Hybrid,Single,38,77750.41,20,5.48,1,15,1,5,17,1,3,1,1
900901,Engineering,Junior,Onsite,Married,24,39645.01,20,2.62,9,19,3,7,40,2,6,0,1
900902,Engineering,Lead,Hybrid,Married,33,77059.12,5,1.36,4,17,5,4,28,1,4,1,0
900903,Support,Mid,Hybrid,Single,31,47598.96,11,26.02,6,5,4,6,8,1,2,1,1
900904,Engineering,Mid,Onsite,Married,39,119721.5,14,7.53,11,17,1,5,34,2,8,0,0
900905,Marketing,Mid,Remote,Single,47,74401.6,7,6.23,11,15,5,1,41,1,7,1,1
900906,Sales,Senior,Onsite,Married,44,44864.72,21,3.35,6,18,1,1,21,4,7,1,0
900907,Engineering,Junior,Onsite,Married,59,91589.6,7,4.15,2,17,5,9,33,3,8,1,0
900908,Marketing,Senior,Hybrid,Single,30,114011.53,23,10.98,2,16,3,0,9,2,3,0,0
900909,Marketing,Senior,Onsite,Married,34,49505.86,15,18.48,4,13,2,9,43,4,3,0,0
900910,Sales,Junior,Remote,Divorced,42,68849.23,8,7.38,7,12,4,6,1,2,3,1,1
900911,Support,Junior,Hybrid,Single,35,44815.49,19,5.66,8,13,2,7,1,4,6,1,0
900912,Support,Junior,Onsite,Divorced,48,48967.79,7,21.45,11,15,2,1,38,2,8,1,1
900913,Engineering,Senior,Hybrid,Married,50,96833.35,17,1.03,9,17,1,8,5,4,5,0,0
900914,Sales,Junior,Hybrid,Married,48,30145.15,22,23.72,2,15,3,3,14,5,8,0,0
900915,Engineering,Junior,Hybrid,Divorced,22,69502.42,9,19.33,7,14,1,6,35,3,2,0,1
900916,Engineering,Senior,Hybrid,Married,48,55334.92,18,3.1,4,13,1,2,15,2,4,0,0
900917,Engineering,Senior,Hybrid,Single,50,50665.4,15,10.61,6,12,4,2,7,2,8,1,0
900918,Engineering,Junior,Onsite,Single,48,71372.82,11,10.03,3,13,1,5,2,2,2,0,1
900919,Engineering,Junior,Onsite,Married,36,26883.37,23,4.37,1,13,5,0,38,2,5,0,0
900920,Support,Junior,Hybrid,Single,59,127847.62,14,14.65,1,22,1,3,5,3,5,0,0
900921,Sales,Junior,Remote,Married,40,109946.71,17,1.02,5,21,5,5,39,1,3,0,1
900922,Sales,Junior,Onsite,Single,47,29077.46,19,10.98,1,14,1,1,40,3,3,0,1
900923,Sales,Junior,Onsite,Single,54,55044.65,23,16.88,6,12,2,5,11,4,5,1,0
900924,Support,Mid,Hybrid,Divorced,49,74314.63,24,20.83,6,21,3,3,21,1,6,0,1
900925,Engineering,Junior,Onsite,Single,27,56695.25,14,11.57,10,14,5,5,28,4,2,1,0
900926,Support,Senior,Hybrid,Single,33,41661.19,23,1.0,8,23,2,8,29,2,8,1,1
900927,HR,Mid,Onsite,Single,51,67296.6,16,4.99,6,14,3,3,29,2,6,0,1
900928,Marketing,Senior,Hybrid,Single,57,116257.35,21,19.59,4,14,2,6,24,5,5,0,0
900929,Engineering,Senior,Hybrid,Single,27,83070.18,19,9.64,10,10,4,5,1,1,7,0,0
900930,HR,Mid,Hybrid,Married,42,42879.82,11,21.06,9,22,1,0,44,2,3,1,0
900931,Sales,Senior,Hybrid,Married,38,65621.94,7,1.68,7,10,5,0,21,2,5,0,0
900932,Sales,Junior,Hybrid,Single,57,80495.02,19,3.66,6,14,3,5,31,2,4,1,1
900933,Engineering,Senior,Hybrid,Single,48,39918.61,23,3.26,1,9,2,3,35,4,8,1,0
900934,Engineering,Junior,Onsite,Divorced,46,84375.17,8,3.64,3,17,1,7,44,1,1,1,1
900935,Support,Junior,Hybrid,Divorced,35,40168.3,6,3.92,5,21,2,4,20,5,4,1,1
900936,Engineering,Junior,Hybrid,Single,40,86598.2,20,11.37,8,12,4,6,18,1,5,1,0
900937,Support,Senior,Onsite,Divorced,21,91219.1,6,1.6,5,22,4,7,33,1,6,0,0
900938,HR,Mid,Onsite,Single,57,74221.09,5,11.44,6,15,3,0,38,3,5,0,1
900939,Engineering,Junior,Remote,Single,35,18000.0,1,4.08,7,19,2,4,13,2,7,1,1
900940,HR,Mid,Remote,Married,51,85331.56,5,15.23,10,20,4,5,2,3,5,0,0
900941,Engineering,Lead,Hybrid,Married,55,21014.01,20,23.36,8,20,5,7,4,1,7,0,0
900942,Sales,Junior,Onsite,Divorced,49,48693.34,1,2.83,5,16,4,8,25,2,7,1,1
900943,Marketing,Junior,Onsite,Divorced,55,52095.84,22,1.0,8,9,3,7,12,2,6,1,0
900944,Support,Junior,Hybrid,Single,45,24384.21,15,1.87,10,13,4,3,17,1,2,0,0
900945,Support,Junior,Onsite,Single,24,38337.23,6,1.0,9,9,4,2,26,2,7,1,0
900946,Sales,Mid,Hybrid,Married,34,74488.02,9,9.62,7,22,4,8,20,4,1,0,0
900947,Support,Mid,Onsite,Married,40,98232.83,17,15.76,5,15,2,0,29,3,6,0,0
900948,Sales,Mid,Onsite,Single,36,41139.58,7,6.4,5,15,5,6,11,2,8,1,0
900949,Marketing,Junior,Hybrid,Single,33,52707.35,1,14.62,6,14,5,1,17,1,4,0,1
900950,Sales,Junior,Hybrid,Single,41,69938.62,23,3.23,1,11,3,2,27,4,6,1,0
900951,Engineering,Mid,Hybrid,Single,30,88200.96,16,12.97,11,14,3,1,44,5,9,0,0
900952,Engineering,Senior,Onsite,Married,33,64813.86,11,13.89,8,12,5,8,17,5,2,0,0
900953,Support,Senior,Hybrid,Single,39,81349.42,22,2.58,1,13,4,0,13,1,7,0,0
900954,HR,Senior,Remote,Married,39,47724.0,18,7.03,1,20,1,2,24,5,2,1,1
900955,Support,Junior,Onsite,Single,48,88961.49,0,17.04,5,12,2,1,25,3,3,0,0
900956,Support,Mid,Hybrid,Single,56,39467.36,24,1.32,3,6,3,9,27,3,4,1,0
900957,Sales,Junior,Hybrid,Single,42,74862.17,13,1.74,1,13,3,5,35,3,9,0,0
900958,Marketing,Junior,Remote,Single,26,72014.63,3,8.89,5,14,1,5,8,3,7,0,1
900959,Sales,Senior,Onsite,Single,23,57150.08,2,1.0,4,22,3,0,2,5,9,1,0
900960,Sales,Junior,Remote,Married,59,87795.94,23,19.26,8,17,4,5,17,2,4,1,1
900961,Engineering,Lead,Onsite,Single,26,80216.77,5,11.02,8,11,1,2,41,2,2,1,1
900962,Support,Lead,Onsite,Married,31,48345.93,7,9.71,4,14,3,9,35,2,6,0,0
900963,Marketing,Junior,Remote,Married,58,96698.6,6,16.16,7,12,5,4,36,5,9,0,0
900964,Sales,Junior,Hybrid,Single,42,87156.69,20,13.52,11,12,5,0,37,4,4,0,1
900965,Marketing,Mid,Remote,Single,53,78655.72,8,9.27,4,18,4,2,30,5,7,0,0
900966,Marketing,Junior,Hybrid,Married,53,40973.82,17,1.51,8,18,3,4,12,3,6,0,0
900967,Engineering,Senior,Remote,Divorced,28,53669.6,22,12.63,7,21,1,4,27,3,1,0,0
900968,Engineering,Junior,Onsite,Single,49,67050.71,16,12.04,10,6,5,9,24,5,2,0,0
900969,Marketing,Mid,Hybrid,Single,59,79729.69,16,4.03,7,16,3,9,37,1,1,0,1
900970,Engineering,Senior,Onsite,Divorced,56,69806.51,2,5.23,8,23,3,3,5,1,4,1,1
900971,Support,Senior,Remote,Married,26,49516.56,23,1.0,5,11,1,7,15,1,3,1,0
900972,Engineering,Mid,Onsite,Single,37,95549.1,9,1.42,3,10,1,9,35,2,9,1,0
900973,Support,Mid,Onsite,Married,40,43236.99,5,8.74,3,11,5,6,40,2,8,1,0
900974,Support,Junior,Hybrid,Single,23,68952.69,11,15.5,3,16,5,6,13,2,3,0,0
900975,Engineering,Senior,Onsite,Married,55,104475.25,13,3.23,6,20,1,0,12,2,3,0,1
900976,Sales,Mid,Onsite,Divorced,46,109726.6,3,16.36,10,16,5,4,40,5,9,1,0
900977,Sales,Mid,Onsite,Married,59,62474.07,14,1.0,2,11,2,5,39,3,6,0,0
900978,Engineering,Senior,Hybrid,Divorced,58,76363.64,20,4.82,5,20,2,7,31,5,7,0,0
900979,Engineering,Junior,Hybrid,Single,57,31929.09,23,5.66,8,19,5,1,28,3,7,1,0
900980,Sales,Lead,Onsite,Single,33,51829.4,12,7.31,6,12,5,5,9,2,7,0,0
900981,Support,Mid,Onsite,Single,46,74885.17,15,7.67,6,14,1,5,30,5,5,0,0
900982,Marketing,Junior,Remote,Single,57,92505.57,24,6.43,7,13,1,5,41,5,9,0,0
900983,Marketing,Mid,Remote,Single,34,63522.04,9,1.0,7,13,3,8,3,5,6,0,0
900984,Sales,Mid,Hybrid,Married,31,77594.69,7,6.1,6,21,2,4,28,4,4,0,1
900985,Marketing,Senior,Onsite,Married,32,88377.95,24,2.57,4,16,3,5,29,5,5,1,1
900986,HR,Senior,Hybrid,Married,58,80220.13,14,1.0,4,14,2,9,16,2,3,0,0
900987,Support,Lead,Onsite,Married,49,51623.85,22,3.45,5,16,4,1,17,2,8,1,0
900988,Marketing,Senior,Onsite,Divorced,51,34162.72,13,1.5,6,18,1,9,12,2,4,1,0
900989,Support,Junior,Remote,Single,53,96577.91,9,16.55,10,15,5,8,11,4,4,1,0
900990,Engineering,Senior,Onsite,Married,32,68751.67,4,6.28,8,16,3,2,9,5,8,0,0
900991,Sales,Junior,Onsite,Married,33,88356.81,6,6.27,6,21,2,2,17,3,7,1,0
900992,Support,Junior,Onsite,Married,35,64321.74,13,4.98,6,18,2,5,35,3,6,0,1
900993,Support,Mid,Onsite,Married,27,43046.61,8,30.79,10,18,1,7,43,1,8,1,0
900994,Engineering,Junior,Onsite,Single,28,57273.61,15,1.0,4,16,4,5,43,4,8,0,1
900995,Engineering,Senior,Hybrid,Divorced,42,64934.69,13,6.9,8,13,5,0,39,4,4,0,0
900996,Sales,Mid,Hybrid,Married,36,18683.44,23,1.0,8,10,4,3,23,2,9,1,0
900997,Marketing,Junior,Hybrid,Single,38,76118.39,24,26.44,6,10,4,4,38,2,7,0,0
900998,Engineering,Junior,Remote,Divorced,57,62672.11,11,21.91,11,14,3,0,6,1,6,1,1
900999,Sales,Mid,Onsite,Married,39,37625.47,18,7.8,6,17,5,0,16,5,8,1,0
